,State,Week,Babesiosis,Campylobacteriosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Enterobacter spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Klebsiella spp.",Chlamydia trachomatis infection,Coccidioidomycosis,Cryptosporidiosis,"Dengue Virus Infections, Dengue","Dengue Virus Infections, Severe Dengue","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Hepatitis (viral, acute, by type), A","Hepatitis (viral, acute, by type), B","Hepatitis (viral, acute, by type), C, Confirmed","Hepatitis (viral, acute, by type), C, Probable","Invasive Pneumococcal Disease, Age LT 5, Confirmed","Invasive Pneumococcal Disease, Age LT 5, Probable","Invasive Pneumococcal Disease, all ages, Confirmed","Invasive Pneumococcal Disease, all ages, Probable",Legionellosis,Malaria,"Meningococcal disease, all serogroups",Mumps,Pertussis,"Rabies, animal",Rubella,"Rubella, congenital syndrome",Salmonellosis (excluding Paratyphoid fever andTyphoid fever),Shiga toxin-producing Escherichia coli,Shigellosis,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Tetanus,Varicella morbidity,"Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable","West Nile virus disease, Neuroinvasive","West Nile virus disease, Nonneuroinvasive","Zika virus disease, non-congenital",Person-to-Person Contact,Airborne Transmission,Droplet Spread,Vector-Borne Transmission,Vehicle-Borne Transmission,Population_Density(km²),GDP per capita,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,Mining and Logging,Construction,Manufacturing,"Trade, Transporation and Utilities",Information,Financial Activities,Professional and Business Services,Educational and Health services,Leisure and Hospitality,Other Services,Government
667,LOUISIANA,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,21,41.5024,44372,20.6461,15.7233,25.5688,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
668,MAINE,14,0,3,0,0,0,63,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,68,3,5,12,7,16.7840,39521,0.3453,-6.1303,6.8209,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
669,MARYLAND,14,0,13,0,0,0,374,0,1,0,0,0,0,0,0,1,80,5,0,0,0,1,0,0,14,0,0,1,0,3,4,0,0,0,10,1,3,0,0,1,1,0,0,0,0,0,0,473,7,26,2,31,240.1581,56375,3.9652,-1.0113,8.9416,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
670,MASSACHUSETTS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.6000,66500,2.7763,-2.3442,7.8967,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
671,MICHIGAN,14,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,0,0,67.9108,44201,0.5044,-4.9359,5.9446,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
672,MINNESOTA,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,1,27.2961,54805,-6.6435,-12.128,-1.1589,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
673,MISSISSIPPI,14,0,8,0,0,0,507,0,0,0,0,0,0,0,0,0,173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,682,0,2,0,9,24.5519,32447,0.024,-4.4603,4.5083,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
674,MISSOURI,14,0,15,0,0,0,389,0,1,0,0,0,0,0,0,2,180,1,2,0,0,0,1,0,9,1,0,0,0,1,0,1,0,0,14,6,4,0,0,2,0,1,0,1,0,0,0,586,1,13,2,47,34.3913,43036,17.5964,12.2092,22.9836,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
675,MONTANA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2.8180,39833,8.126,3.7257,12.5262,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
676,NEBRASKA,14,0,7,0,0,0,67,0,1,0,0,0,0,0,0,2,36,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,108,2,6,1,14,9.7065,54654,0.8206,-4.4285,6.0696,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
677,NEVADA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7465,44812,4.4841,-0.5429,9.511,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
678,NEW HAMPSHIRE,14,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,2,0,58.1468,52509,3.5192,-2.5436,9.5819,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
679,NEW JERSEY,14,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,6,0,0,470.2172,56776,0.9168,-5.5797,7.4132,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
680,NEW MEXICO,14,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,1,6.6517,41619,4.098,-0.9263,9.1222,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
681,NEW YORK,14,2,11,0,0,0,923,0,3,0,0,1,0,0,0,13,214,7,1,0,1,0,1,0,24,1,2,3,0,1,4,17,0,0,0,2,1,0,0,9,0,0,1,0,0,0,0,1174,7,38,23,42,162.4294,65220,9.7384,1.864,17.6127,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
682,NORTH CAROLINA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.3563,44706,1.2131,-3.767,6.1931,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
683,NORTH DAKOTA,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,1,0,4.2275,64311,9.4048,3.7381,15.0714,0,6071,138,23,3337,4422,417,64,1,16,20700,25900,25900,94200,6200,239600,634500,611600,40200,15200,82500
684,OHIO,14,0,23,0,0,0,601,0,10,0,0,0,0,0,0,1,263,8,7,5,3,1,0,0,37,1,3,0,0,1,10,0,0,0,20,14,11,0,0,0,0,4,0,0,0,0,0,922,14,57,4,95,110.2698,48188,-0.6647,-4.4531,3.1237,0,4957,12,51,361,4244,83,28,0,20,12200,219300,698900,1024300,70800,24300,34600,63700,566400,213700,779200
685,OKLAHOMA,14,0,10,0,0,0,48,0,3,0,0,0,0,0,0,0,25,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,75,2,3,1,16,22.1568,44535,4.4308,-0.3612,9.2227,0,1102,2,6,199,3347,7,2,0,0,53100,80300,137700,299200,19900,307900,731200,936100,171900,71500,347800
686,OREGON,14,0,17,0,0,0,370,0,5,0,0,0,0,0,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,474,0,0,0,30,16.8907,51312,14.6681,8.7872,20.5489,37,7769,51,143,1810,12052,179,35,17,7,7300,104800,194900,352200,34200,79200,190400,236300,210700,64500,295000
687,PENNSYLVANIA,14,0,7,0,0,0,868,0,3,0,0,0,0,0,0,4,220,3,1,0,0,0,2,0,11,0,1,1,0,6,5,0,0,0,17,4,1,0,0,6,0,2,1,0,0,0,0,1108,12,27,3,44,110.4802,51841,3.5023,-1.4011,8.4057,0,4765,5,100,525,7039,206,34,0,7,28600,255800,569400,1126800,85800,102000,249000,295100,571600,260400,702900
688,RHODE ISLAND,14,0,4,0,0,0,71,0,1,0,0,0,0,0,0,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,0,1,0,8,392.2098,48314,2.0351,-3.0943,7.1644,0,493,93,6,256,288,65,2,0,6,200,19200,40300,77400,5900,325500,804500,1274800,58700,23100,61000
689,SOUTH CAROLINA,14,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,9,0,0,0,0,0,0,0,889,0,0,0,15,65.2576,37637,4.1222,-1.1614,9.4057,0,1896,25,11,461,3676,515,7,0,2,4400,102500,247800,406300,28200,35400,68500,106500,260300,76800,369000
690,SOUTH DAKOTA,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,4.4662,48004,10.4194,4.6048,16.2339,0,1631,1,17,508,1490,30,4,1,5,1000,22900,44400,86800,5600,104200,292900,252900,47300,16800,79600
691,TENNESSEE,14,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,2,63.5357,44348,2.0511,-2.4362,6.5383,0,3320,4,15,408,9850,44,15,2,6,4400,124800,350700,627200,45500,29200,32600,72800,338900,118300,435500
692,TEXAS,14,0,58,0,0,0,2355,0,8,0,0,0,0,0,0,0,703,5,0,2,0,0,0,0,14,0,2,0,1,1,11,0,0,0,0,2,4,0,0,33,0,0,0,1,0,0,0,3111,14,32,0,108,42.3336,53737,10.9645,6.2635,15.6655,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
693,UTAH,14,0,0,0,0,0,134,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,1,0,1,14.8499,45943,20.599,15.4279,25.7701,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
694,VERMONT,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,1,1,26.0450,44831,3.337,-2.8004,9.4744,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
695,VIRGINIA,14,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1084,0,0,0,9,83.1382,52124,0.1148,-6.1286,6.3581,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
696,WASHINGTON,14,0,54,0,0,0,567,0,0,0,0,0,0,0,0,39,175,0,0,4,1,1,0,0,0,0,2,0,3,2,29,0,0,0,0,1,11,0,0,8,0,0,0,0,0,0,0,767,33,34,0,119,43.6939,59333,5.5792,-0.1051,11.2635,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
697,WEST VIRGINIA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9131,37353,3.3169,-0.7049,7.3386,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
698,WISCONSIN,14,0,17,0,0,0,293,0,4,0,0,0,0,0,0,6,72,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,377,0,10,2,32,41.3619,48666,4.1886,-1.1093,9.4865,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
699,WYOMING,14,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,2.2813,61091,0.7553,-4.9726,6.4832,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
700,ALABAMA,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,4,0,0,1,0,0,0,0,0,2,0,2,7,11,37.1993,37508,0.3613,-5.8629,6.5855,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
701,ALASKA,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,2,4,2,7,0.4982,63610,15.2854,7.5122,23.0586,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
702,ARIZONA,15,0,15,0,0,0,193,175,1,0,0,0,0,0,0,2,88,6,0,1,0,0,0,0,23,0,0,1,0,1,5,0,0,0,11,5,0,0,0,2,0,3,0,0,0,0,0,307,181,35,4,37,24.2052,39583,-5.4416,-10.8109,-0.0723,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
703,ARKANSAS,15,0,9,0,0,0,132,0,2,0,0,1,1,0,0,1,59,1,0,0,0,0,1,0,11,0,0,0,0,0,2,0,0,0,0,0,5,0,10,1,0,2,0,0,0,0,0,209,2,15,14,18,22.3967,36714,15.1955,6.3844,24.0065,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
704,CALIFORNIA,15,0,53,0,0,0,467,16,1,0,0,0,0,0,0,1,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,667,16,0,0,61,98.4741,60359,11.6877,4.3303,19.0451,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
705,COLORADO,15,0,6,0,0,0,350,0,1,0,0,0,0,0,0,3,105,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,1,2,0,0,1,0,8,0,1,0,0,0,462,4,10,8,20,21.1601,54026,14.1383,6.618,21.6586,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
706,CONNECTICUT,15,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,3,285.9964,62633,6.2982,-0.834,13.4304,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
707,DELAWARE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,191.8949,63955,5.4024,0.4414,10.3634,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
708,FLORIDA,15,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,367,8,0,0,0,0,1,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,1548,4,25,13,5,152.5898,39842,9.875,4.0071,15.7429,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
709,GEORGIA,15,0,13,0,0,0,442,0,1,0,0,0,0,0,0,0,164,1,1,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,627,0,16,0,21,70.3122,45925,22.0789,16.3262,27.8316,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
710,HAWAII,15,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,5,85.7465,52869,15.756,8.0317,23.4802,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
711,IDAHO,15,0,13,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,12,12,0,29,8.1836,36441,21.4653,17.6479,25.2827,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
712,ILLINOIS,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88.6923,55102,3.1764,-2.6175,8.9703,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
713,INDIANA,15,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,414,0,1,0,3,72.1204,46427,2.8665,-2.9347,8.6676,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
714,IOWA,15,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,21.8421,52284,4.5319,-1.0489,10.1127,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
715,KANSAS,15,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,2,2,13.7731,47435,-1.1363,-6.9225,4.65,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
716,KENTUCKY,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,6,1,2,2,0,14,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,1,20,0,47,43.4644,39277,3.7022,-4.0363,11.4407,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
717,LOUISIANA,15,0,15,0,0,0,653,0,4,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,892,0,2,0,34,41.5024,44372,8.9545,2.5472,15.3618,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
718,MAINE,15,0,4,0,0,0,78,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,81,2,5,4,12,16.7840,39521,18.2756,12.0693,24.4818,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
719,MARYLAND,15,0,12,0,0,0,402,1,0,0,0,0,0,0,0,2,113,2,0,0,0,0,0,0,9,0,1,1,0,3,1,0,0,0,10,3,3,0,1,0,0,0,0,0,0,0,0,527,6,15,2,30,240.1581,56375,2.155,-3.2603,7.5702,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
720,MASSACHUSETTS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.6000,66500,9.2526,3.1716,15.3336,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
721,MICHIGAN,15,0,2,0,0,0,215,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,260,0,0,3,4,67.9108,44201,5.331,0.191,10.4709,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
722,MINNESOTA,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27.2961,54805,-1.7497,-6.5362,3.0369,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
723,MISSISSIPPI,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,24.5519,32447,15.7111,8.2663,23.1559,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
724,MISSOURI,15,0,12,0,0,0,347,0,1,0,0,0,2,0,0,4,158,1,3,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,6,3,10,0,1,0,0,1,0,0,0,0,0,523,0,10,4,39,34.3913,43036,3.858,-2.5978,10.3138,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
725,MONTANA,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,2,2,2.8180,39833,-3.6584,-9.8575,2.5408,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
726,NEBRASKA,15,0,4,0,0,0,73,0,4,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,99,0,3,0,14,9.7065,54654,0.1111,-7.1617,7.3838,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
727,NEVADA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7465,44812,8.2542,0.5786,15.9297,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
728,NEW HAMPSHIRE,15,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81,0,0,1,2,58.1468,52509,3.0946,-2.4961,8.6853,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
729,NEW JERSEY,15,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,3,0,0,470.2172,56776,7.1743,1.5884,12.7601,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
730,NEW MEXICO,15,0,1,0,0,0,46,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,2,6,0,3,6.6517,41619,10.3576,1.0359,19.6793,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
731,NEW YORK,15,4,31,0,0,0,933,0,0,0,0,0,0,0,0,12,203,5,0,0,0,0,2,0,33,0,3,0,1,2,5,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,1185,10,48,4,57,162.4294,65220,3.1823,-2.0295,8.394,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
732,NORTH CAROLINA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,82.3563,44706,14.3043,6.7552,21.8533,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
